Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Sponsors Country,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,is_resilient
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,October,Reconstruction of Lushan section of National Highway 526,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Roads,Highway,"Zhejiang, Zhoushan City, Lushan County",12,National,Capital subsidy,Not Available,Not Available,,,2018,Not Available,Not Applicable,642.84,642.84,KM,29.06,,,Lowest government payments,Competitive bidding,Not Available,Others (Not Available / Not Available% ),..,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Renovation of PPP infrastructure in Haikou,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Not Available,Hainan Province,11,Local/Municipal,Not Available,,Not Available,,62.37,2018,100,0,62.37,62.37,Not Available,Not Available,,,Not Available,Competitive bidding,Not Available,Others ($62.37 / 100% ),..,Not Applicable,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,July,Renshou County Domestic Waste Incineration Power Generation Project,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,Sichuan Province,30,Local/Municipal,Capital subsidy,Not Available,Not Available,,,2018,100,Not Available,103.2,103.2,Throughput (thousands of tons per year),438,,,Lowest government payments,Competitive bidding,Not Available,"Sichuan Energy Investment Group (Not Available / 70% ), 

Renshou Water Supply and Drainage Co. (Not Available / 30% )","China, 

China",Not Applicable,,,,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,July,"Road Infrastructure Project in Wucheng District, Zhangzhou City",,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway,"Anhui Province, Cangzhou City, Licheng District",15,National,Not Available,,Not Available,,,2018,90,Not Applicable,235.87,235.87,KM,61.58,,,Lowest government payments,Competitive bidding,Not Available,"Hebei Construction Group Co. (Not Available / 90% ), 

Zhangzhou City Lucheng District Traffic Investment Co., Ltd. (Not Available / 10% )","China, 

China",Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,September,Road upgrading and reconstruction in Xunwu County,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Roads,Highway,"Jiangxi Province, Zhangzhou City, Xianwu County",15,National,Not Available,,Not Available,,,2018,90,Not Applicable,234.52,234.52,KM,Not Available,,,Lowest government payments,Competitive bidding,Not Available,"Jiangxi Ganyue Expressway Engineering Co., Ltd. (Not Available / 45% ), 

Jiangxi Provincial Highway and Bridge Engineering Co., Ltd. (Not Available / 45% ), 

Xunwu County Minsheng Public Utilities Investment and Financing Co., Ltd. (Not Available / 10% )","China, 

China, 

China",Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,November,S436 (Yuhe to Guandou) Secondary Road Upgrade,,Brownfield,"Rehabilitate, operate, and transfer",Active,Transport,Roads,Highway,"Yixian County, Yibin City, Sichuan Province",14,National,Not Available,,Not Available,,,2018,Not Available,Not Available,84.46,84.46,KM,42.012,,,Lowest government payments,Competitive bidding,Not Available,"Jixian Yuguan Transportation Investment Co., Ltd. (Not Available / Not Available% )",China,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,November,Sanya Waste-to-energy Project Phase III,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Sanya, Hainan Province",24,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Available,127.5,127.5,Throughput (thousands of tons per year),657,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,November,"Section between Third bridge and Pingshan, part of Huai'an section, S238",,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway,"Anhui Province, Anqing City, Huining County",18,National,Capital subsidy,Not Available,Not Available,,,2018,Not Available,Not Applicable,108.75,108.75,KM,19.45,,,Lowest government payments,Competitive bidding,Not Available,"Others (Not Available / Not Available% ), 

Huaining County Traffic Construction Development Co. (Not Available / Not Available% )",".., 

China",Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,November,Shaanxi Dali Waste-to-Energy Plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Dali, Shaanxi Province",30,Not Available,Not Available,,Not Available,,,2018,100,Not Available,41.13,41.13,Throughput (thousands of tons per year),146,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,,,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,March,Shandong Rizhao Industrial Solid Waste Integrated Treatment Plant,,Greenfield project,"Build, own, and operate",Active,Municipal Solid Waste,Treatment/ Disposal,,"Rizhao, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,51.3,51.3,Throughput (thousands of tons per year),30,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Variable annuity/availability payment(s) from the government,,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,September,Shandong Weishan Waste-to-Energy plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Weishan, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,62.57,62.57,Throughput (thousands of tons per year),328.5,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,March,Shayang County WtE plant,,Greenfield project,"Build, own, and operate",Active,Municipal Solid Waste,Treatment/ Disposal,,"Shayang, Hubei Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,35.43,35.43,Throughput (thousands of tons per year),146,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,December,Shenyang Daxin Food Waste Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Shenyang Daxin, Liaoning Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Available,16.7,16.7,Throughput (thousands of tons per year),219,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Fixed annuity/availability payment(s) from the government,,,,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Shenzhen Outer Ring Expressway Section,,Greenfield project,Not Available,Active,Transport,Roads,Highway,"Shenzhen, Guangdong",Not Available,National,Not Available,,Not Available,,,2018,100,Not Available,578.2,578.2,KM,10.752,,,,Not Available,,Others (Not Available / 100% ),..,Not Applicable,,No,No,578.2,Not Available,"Bank of China (Public / Local / $115.64), 

Agricultural Bank of China (Public / Local / $115.64), 

China Construction Bank (Public / Local / $115.64), 

China Development Bank (CDB) (Public / Local / $115.64), 

Industrial & Commercial Bank of China (ICBC) (Public / Local / $115.64)",No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Shuicheng County Multiple PPP projects,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Not Available,"Liupanshui City, Guizhou Province",15,Local/Municipal,Revenue subsidy,Not Available,Not Available,,254.79,2018,90,0,254.79,254.79,Not Available,Not Available,,,Not Available,Competitive bidding,Not Available,Others ($229.31 / 90% ),..,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,September,Sihao Rural Road project,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Roads,Highway,"Shandong Province, Jinan City, Shanghe County",13,National,Capital subsidy,Not Available,Not Available,,,2018,100,Not Applicable,20.96,20.96,KM,61.57,,,Lowest government payments,Competitive bidding,Not Available,Others (Not Available / 100% ),..,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,March,Tangshan Biomass plant,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Tangshan, Hebei Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,50.41,50.41,MW,12.1,Biomass,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,November,Tangshan Waste-to-Energy plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Tangshan, Hebei Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,48.93,48.93,Throughput (thousands of tons per year),365,,,,Not Available,,China Jinjiang Environment (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,Not Available,Not Available,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Tongliao City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Sewerage treatment plant,"Inner Mongolia Autonomous Region, Tongliao City",32,Local/Municipal,Not Available,,Not Available,,12.29,2018,100,Not Available,26.12,26.12,Cubic meters per day (in thousands),40,,,Not Available,Competitive bidding,Not Available,Others ($12.29 / 100% ),..,Fixed annuity/availability payment(s) from the government,,No,No,13.83,53:47,"Other Beijing Tianhe Jiaye Environmental Engineering Co., Ltd. (Other / Local / $13.83)",No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,December,Tunchang Waste-to-energy Plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Tunchang, Hainan Province",30,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,57.82,57.82,Throughput (thousands of tons per year),109.5,,,,Not Available,,China Everbright International (Not Available / 100% ),China,Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Water ecological construction (Phase III) PPP project,,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Water Utility,Water utility with sewerage,"Dongguan City, Guangdong Province",15,Local/Municipal,Revenue subsidy,Not Available,Not Available,,46.27,2018,80,0,46.27,46.27,KM,25.18,,,Not Available,Competitive bidding,Not Available,"Dongguan Dongqing Water Pollution Control Co., Ltd. ($37.02 / 80% ), 

Others ($9.25 / 20% )","China, 

..",Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,May,Wencheng Waste-to-Energy Plant,Wencheng County Garbage Disposal Eco-Environmental Protection Industrial Park,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Wencheng, China",Not Available,State/Provincial,Not Available,,Not Available,,,2018,100,Not Available,102,102.0,MW,12.2,Waste,,,Not Available,,Zhejiang Weiming Group (Not Available / 100% ),China,Variable annuity/availability payment(s) from the government,,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,October,Wenling Organic Waste plant,,Greenfield project,"Build, operate, and transfer",Active,Municipal Solid Waste,Treatment/ Disposal,,"Wenling, Zhejiang Province",28,Local/Municipal,Not Available,,Not Available,,,2018,100,Not Applicable,4.53,4.53,Throughput (thousands of tons per year),36.5,,,,Direct negotiation,,China Jinjiang Environment (Not Available / 100% ),China,Variable annuity/availability payment(s) from the government,,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Wensu County Rural Roads Construction Project,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway,"Xinjiang Uygur Autonomous Region, Akesu Region, Wensu County",23,Local/Municipal,Not Available,,Not Available,,126.48,2018,100,Not Available,126.48,126.48,KM,25,,,Not Available,Competitive bidding,Not Available,Others ($126.48 / 100% ),..,Not Applicable,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Wuliji Port Municipal Infrastructure Projects,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Not Available,Alashan Zuoqi,10,Local/Municipal,Revenue subsidy,Not Available,Not Available,,49.82,2018,100,0,49.82,49.82,Not Available,Not Available,,,,Competitive negotiation,,"Cedar City Investment Development Co., Ltd. ($14.95 / 100% )",China,Fixed annuity/availability payment(s) from the government,,No,No,34.87,70:30,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,January,Wutai Industrial Park Watewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bozhou, Xinjiang Uygur Autonomous Region",15,Local/Municipal,Not Available,,Not Available,,18.44,2018,100,Not Available,18.44,18.44,Cubic meters per day (in thousands),40,,,Not Available,Competitive bidding,Not Available,Others ($18.44 / 100% ),..,Not Applicable,,No,No,,,,No,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2018,October,Wuying to Wuying Forest Park Highway,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway,Heilongjiang Province,22,National,Capital subsidy,Not Available,Not Available,,,2018,Not Available,Not Available,9.5,9.5,KM,17,,,Lowest government payments,Competitive bidding,Not Available,Others (Not Available / Not Available% ),..,Fixed annuity/availability payment(s) from the government,,,,,,,,No,0.0
